Premise,Hypothesis,Question,Option A,Option B,Option C,Answer,Source,Expected Cosine Similarity
hm  so i guess we've kind of neglected Latin America,The drug trade there is still quite strong.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
 The new health scare is a staph germ that is becoming immune to the antibiotic of last resort.,The staph germ is a concern in the health industry because of it's resistance to antibiotics.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"At the Holiday Inn in West Des Moines in February, Steve Forbes showed up for a campaign brunch with 43 camera crews.",The Holiday Inn in West Des Moines was host to 45 year old Steve Forbes.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
in our yard and our property and they're pretty old big tall trees and so if it's an overcast day then the weather is pretty blah  because i really have to some sunshine or else i feel like i live in a cave all the time,"When there's no sunshine, it feels like I'm living in a cave.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A bride and groom dancing with other couples at a reception.,A couple has just been married.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
A man sitting at a small outdoor table is conversing on his cellphone while working on his laptop.,A man sits at a small outdoor table is talking on his cellphone while working on his laptop.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"But it's interesting to remember that Eisner was actually hesitant to buy a TV network and that it was Jeffrey Katzenberg who pushed hard for such an acquisition, though Disney only bought Cap Cities/ABC after Katzenberg had left.",Will Eisner was not sure whether to buy a TV network or not.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Once demand variation for each SKU was determined for our men's coat manufacturer, its managers faced the question of how to manage the inventory of the items in its rapid replenishment collection while maintaining a smooth flow of products through the sewing room.",Managers faced questions about managing inventory after the determination of SKU demand variation. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
uh are intimidated by them i guess more than anything until they get get to uh learn what they can do and and how it can work,The new residents are intimidated by the older doctors.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man climbing a tree while a woman is below with her dogs.,A man and his wife are stuck in a tree.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
Drummers march down the street past onlookers.,Drummers are throwing confetti.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Financial  Examination of Customs' Fiscal Year 1993 Financial Statements (GAO/AIMD-94-119, June 15, 1994)",No one is able to view the information on Customs' Fiscal Year in 1993.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"A determined soccer player kicks the soccer ball away from the opposing player, near a goal post, while the opposing player stays focused on the ball.",Someone is kicking a ball.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
It's no wonder that Wolf has become a well-paid political consultant.,Wolf worked as a waiter before being a consultant.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"To avoid the substantial volatility in the implied interest rate after 2005 as a result of declining debt, interest rates are held constant at 5.4 percent-the average interest rate assumed by CBO on short- and long-term Treasury securities-from 2005 through the end of the simulation period.",The debt was declining.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
